,Alpha_1,Alpha_2,Alpha_3,Alpha_4,Beta_1,Beta_2,Beta_3,Beta_4,Delta_1,Delta_2,Delta_3,Delta_4,Theta_1,Theta_2,Theta_3,Theta_4,Gamma_1,Gamma_2,Gamma_3,Gamma_4,ID,Section,slideNumber
146,0.448,0.00,1.087,0.538,0.808,0.00,0.225,0.482,0.641,0.00,0.919,0.467,0.131,0.00,0.523,0.130,0.208,0.00,0.332,0.281,139564.0,2.0,10.0
147,0.448,0.00,1.087,0.538,0.808,0.00,0.225,0.482,0.641,0.00,0.919,0.467,0.131,0.00,0.523,0.130,0.208,0.00,0.332,0.281,139564.0,2.0,10.0
148,0.448,0.00,1.087,0.538,0.808,0.00,0.225,0.482,0.641,0.00,0.919,0.467,0.131,0.00,0.523,0.130,0.208,0.00,0.332,0.281,139564.0,2.0,10.0
149,0.448,0.00,1.087,0.538,0.808,0.00,0.225,0.482,0.641,0.00,0.919,0.467,0.131,0.00,0.523,0.130,0.208,0.00,0.332,0.281,139564.0,2.0,10.0
150,0.448,0.00,1.087,0.538,0.808,0.00,0.225,0.482,0.641,0.00,0.919,0.467,0.131,0.00,0.523,0.130,0.208,0.00,0.332,0.281,139564.0,2.0,10.0
151,0.448,0.00,1.087,0.538,0.808,0.00,0.225,0.482,0.641,0.00,0.919,0.467,0.131,0.00,0.523,0.130,0.208,0.00,0.332,0.281,139564.0,2.0,10.0
152,0.448,0.00,1.087,0.538,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
153,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
154,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
155,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
156,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
157,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
158,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
159,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
160,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
161,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
162,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
163,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
164,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
165,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
166,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
167,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
168,0.448,0.00,1.087,0.651,0.808,0.00,0.225,0.672,0.641,0.00,0.919,0.599,0.131,0.00,0.523,1.036,0.208,0.00,0.332,0.708,139564.0,2.0,10.0
169,0.448,0.00,1.087,0.651,0.808,4.844,0.225,0.672,0.641,4.507,0.919,0.599,0.131,5.229,0.523,1.036,0.208,5.097,0.332,0.708,139564.0,2.0,10.0
170,0.448,4.589,1.087,0.651,0.808,4.844,0.225,0.672,0.641,4.519,0.919,0.599,0.131,5.240,0.523,1.036,0.208,5.109,0.332,0.708,139564.0,2.0,10.0
171,0.448,4.601,1.087,0.651,0.808,4.844,0.225,0.603,0.641,4.567,0.919,0.613,0.131,5.284,0.523,0.986,0.208,5.157,0.332,0.570,139564.0,2.0,10.0
172,0.448,4.649,1.087,0.727,0.808,4.844,0.225,0.632,0.641,4.624,0.919,0.590,0.131,5.323,0.523,0.910,0.208,5.215,0.332,0.567,139564.0,2.0,10.0
173,0.448,4.706,1.087,0.761,0.808,4.844,0.225,0.669,0.641,4.662,0.919,0.567,0.131,5.342,0.523,0.842,0.208,5.252,0.332,0.562,139564.0,2.0,10.0
174,0.448,4.747,1.087,0.785,0.618,4.844,0.225,0.699,0.586,4.633,0.919,0.544,0.376,5.304,0.523,0.785,0.459,5.218,0.332,0.554,139564.0,2.0,10.0
175,0.778,4.727,1.087,0.798,0.618,4.477,0.225,0.731,0.569,4.521,0.919,0.521,0.329,5.194,0.523,0.737,0.440,5.098,0.332,0.540,139564.0,2.0,10.0
176,0.788,4.629,1.087,0.806,0.618,4.273,0.225,0.741,0.554,4.390,0.919,0.502,0.323,5.071,0.523,0.708,0.425,4.961,0.332,0.521,139564.0,2.0,10.0
177,0.798,4.509,1.087,0.811,0.624,4.241,0.225,0.743,0.545,4.296,0.919,0.489,0.350,4.982,0.523,0.700,0.423,4.865,0.332,0.503,139564.0,2.0,10.0
178,0.802,4.422,1.087,0.813,0.626,4.241,0.252,0.761,0.544,4.255,0.624,0.487,0.390,4.942,0.685,0.709,0.423,4.822,0.366,0.484,139564.0,2.0,10.0
179,0.801,4.384,1.393,0.814,0.626,4.241,0.267,0.761,0.544,4.256,0.659,0.487,0.390,4.940,0.655,0.709,0.423,4.822,0.357,0.484,139564.0,2.0,10.0
180,0.801,4.385,1.380,0.814,0.626,4.241,0.267,0.761,0.544,4.256,0.659,0.487,0.390,4.940,0.655,0.709,0.423,4.822,0.357,0.484,139564.0,2.0,10.0
181,0.801,4.385,1.380,0.814,0.626,4.241,0.267,0.761,0.544,4.231,0.659,0.487,0.390,4.915,0.655,0.709,0.423,4.797,0.357,0.484,139564.0,2.0,10.0
182,0.801,4.361,1.380,0.814,0.626,4.241,0.267,0.761,0.544,4.213,0.659,0.487,0.390,4.896,0.655,0.709,0.423,4.778,0.357,0.484,139564.0,2.0,10.0
183,0.801,4.345,1.380,0.814,0.626,4.241,0.267,0.761,0.544,4.200,0.659,0.454,0.390,4.881,0.655,0.630,0.423,4.764,0.357,0.488,139564.0,2.0,10.0
184,0.801,4.336,1.380,0.824,0.626,4.241,0.267,0.759,0.544,4.185,0.659,0.429,0.390,4.863,0.655,0.533,0.423,4.748,0.357,0.476,139564.0,2.0,10.0
185,0.801,4.324,1.380,0.839,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,139564.0,2.0,10.0
186,0.822,4.068,1.372,0.840,139564,2,10,,,,,,,,,,,,,,,,
187,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
188,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
189,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
190,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
191,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
192,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
193,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
194,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
195,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
196,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
197,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
198,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
199,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
200,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
201,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
202,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
203,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
204,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
205,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
206,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
207,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
208,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
209,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
210,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
211,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
212,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
213,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
214,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
215,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
216,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
217,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
218,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
219,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
220,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
221,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
222,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
223,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
224,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
225,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
226,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
227,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
228,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
229,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
230,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
231,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
232,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
233,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
234,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
235,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
236,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
237,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
238,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
239,0.249,4.241,0.221,0.594,0.496,3.925,0.660,0.365,0.403,4.616,0.602,0.534,0.383,4.485,0.381,0.324,0.822,4.068,1.372,0.840,139564.0,2.0,11.0
240,0.249,4.241,0.460,0.594,0.496,3.925,0.037,0.365,0.403,4.616,0.698,0.534,0.383,4.485,0.512,0.324,0.822,4.068,0.058,0.840,139564.0,2.0,11.0
241,0.249,4.241,0.460,0.594,0.496,3.925,0.002,0.365,0.403,4.616,0.637,0.534,0.383,4.485,0.426,0.324,0.822,4.068,0.090,0.840,139564.0,2.0,11.0
242,0.249,4.241,0.460,0.594,0.496,3.925,0.032,0.365,0.403,4.616,0.576,0.534,0.383,4.485,0.352,0.324,0.822,4.068,0.112,0.840,139564.0,2.0,11.0
243,0.249,4.241,0.460,0.594,0.496,3.925,0.044,0.365,0.403,4.616,0.526,0.534,0.383,4.485,0.290,0.324,0.822,4.068,0.123,0.840,139564.0,2.0,11.0
244,0.249,4.241,0.460,0.594,0.496,3.925,0.028,0.365,0.403,4.616,0.491,0.534,0.383,4.485,0.239,0.324,0.822,4.068,0.114,0.840,139564.0,2.0,11.0
245,0.249,4.241,0.460,0.594,0.496,3.925,0.015,0.365,0.403,4.616,0.462,0.534,0.383,4.485,0.198,0.324,0.822,4.068,0.082,0.840,139564.0,2.0,11.0
246,0.249,4.241,0.460,0.594,0.496,3.925,0.072,0.365,0.403,4.616,0.439,0.534,0.383,4.485,0.165,0.324,0.822,4.068,0.033,0.840,139564.0,2.0,11.0
247,0.249,4.241,0.460,0.594,0.496,3.925,0.130,0.365,0.403,4.616,0.421,0.534,0.383,4.485,0.139,0.324,0.822,4.068,0.020,0.840,139564.0,2.0,11.0
248,0.077,4.241,0.460,0.594,0.574,3.925,0.181,0.365,0.193,4.616,0.408,0.534,0.059,4.485,0.120,0.324,0.563,4.068,0.063,0.840,139564.0,2.0,11.0
249,0.156,4.241,0.460,0.594,0.617,3.925,0.221,0.365,0.139,4.616,0.395,0.534,0.069,4.485,0.107,0.324,0.576,4.068,0.092,0.840,139564.0,2.0,11.0
250,0.230,4.241,0.460,0.138,0.636,3.925,0.249,0.726,0.102,4.616,0.381,0.486,0.091,4.485,0.100,0.004,0.577,4.068,0.110,0.531,139564.0,2.0,11.0
251,0.254,4.241,0.461,0.209,0.642,3.925,0.267,0.729,0.085,4.616,0.371,0.451,0.093,4.485,0.097,0.010,0.570,4.068,0.126,0.539,139564.0,2.0,11.0
252,0.254,4.241,0.395,0.209,0.642,3.925,0.287,0.729,0.085,4.616,0.291,0.451,0.093,4.485,0.022,0.010,0.570,4.068,0.152,0.539,139564.0,2.0,11.0
253,0.254,4.241,0.269,0.209,0.642,3.925,0.306,0.729,0.085,4.616,0.236,0.451,0.093,4.485,0.125,0.010,0.570,4.068,0.180,0.539,139564.0,2.0,11.0
254,0.254,4.241,0.118,0.209,0.642,3.925,0.327,0.729,0.085,4.616,0.264,0.451,0.093,4.485,0.133,0.010,0.570,4.068,0.209,0.539,139564.0,2.0,11.0
255,0.254,4.241,0.055,0.209,0.642,3.925,0.350,0.729,0.085,4.616,0.417,0.451,0.093,4.485,0.003,0.010,0.570,4.068,0.233,0.539,139564.0,2.0,11.0
256,0.254,4.241,0.161,0.209,0.642,3.925,0.379,0.729,0.085,4.616,0.638,0.451,0.093,4.485,0.177,0.010,0.570,4.068,0.250,0.539,139564.0,2.0,11.0
257,0.254,4.241,0.161,0.209,0.642,3.925,0.401,0.729,0.085,4.616,0.662,0.451,0.093,4.485,0.203,0.010,0.570,4.068,0.271,0.539,139564.0,2.0,11.0
258,0.254,4.241,0.161,0.209,0.642,3.925,0.424,0.729,0.085,4.616,0.688,0.451,0.093,4.485,0.233,0.010,0.570,4.068,0.292,0.539,139564.0,2.0,11.0
259,0.254,4.241,0.161,0.209,0.642,3.925,0.444,0.729,0.085,4.616,0.714,0.451,0.093,4.485,0.263,0.010,0.570,4.068,0.312,0.539,139564.0,2.0,11.0
260,0.254,4.241,0.340,0.209,0.681,3.925,0.483,0.729,0.063,4.616,0.793,0.451,0.068,4.485,0.291,0.010,0.578,4.068,0.328,0.539,139564.0,2.0,11.0
261,0.254,4.241,0.340,0.209,0.711,3.925,0.506,0.729,0.001,4.616,0.816,0.451,0.065,4.485,0.296,0.010,0.589,4.068,0.339,0.539,139564.0,2.0,11.0
262,0.249,4.241,0.343,0.201,0.725,3.925,0.518,0.755,0.080,4.616,0.818,0.407,0.095,4.485,0.298,0.000,0.592,4.068,0.345,0.523,139564.0,2.0,11.0
263,0.249,4.241,0.338,0.201,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,139564.0,2.0,11.0
264,0.249,4.241,0.338,0.201,139564,2,11,,,,,,,,,,,,,,,,
265,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
266,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
267,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
268,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
269,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
270,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
271,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
272,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
273,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
274,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
275,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
276,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
277,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
278,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
279,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
280,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
281,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
282,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
283,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
284,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
285,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
286,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
287,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
288,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
289,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
290,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
291,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
292,0.725,3.925,0.613,0.755,0.080,4.616,1.087,0.407,0.095,4.485,0.444,0.000,0.592,4.068,0.349,0.523,0.249,4.241,0.338,0.201,139564.0,2.0,12.0
